Sub-Category,Sales,Order_Date
Paper,15.7,11-12-2015
Art,5.248,6/30/2014
Binders,5.346,12-04-2017
Paper,15.48,8/28/2016
Phones,108.576,8/28/2016
Furnishings,109.9,1/22/2016
Furnishings,15.384,10/15/2014
Paper,30.352,02-07-2016
Machines,821.3,3/18/2014
Machines,22638.48,3/18/2014
Paper,21.376,3/18/2014
Art,8.016,3/18/2014
Furnishings,30.768,3/18/2014
Fasteners,18.936,3/18/2014
Furnishings,122.352,3/18/2014
Paper,116.28,5/24/2014
Accessories,132.6,07-11-2017
Supplies,16.68,6/16/2017
Paper,19.44,6/16/2017
Paper,192.16,6/16/2017
Furnishings,227.36,1/30/2015
Machines,1919.976,1/30/2015
Binders,12.828,12-11-2015
Furnishings,45.888,10-09-2017
Art,60.12,7/29/2017
Phones,302.376,4/25/2014
Art,13.9,12-01-2015
Phones,129.98,12-04-2014
Accessories,71.98,8/26/2017
Phones,377.97,09-07-2014
Storage,124.36,12/21/2017
Furnishings,23.976,12-06-2014
Fasteners,8.376,11-04-2014
Appliances,58.24,11-04-2014
Storage,81.2,4/14/2016
Labels,14.45,10-04-2014
Binders,95.648,10-04-2014
Phones,359.97,11-07-2017
Tables,350.352,11-07-2017
Binders,1.641,12/22/2017
Phones,629.958,12/22/2017
Art,6.63,2/13/2017
Accessories,799.96,2/13/2017
Furnishings,107.53,2/13/2017
Phones,73.98,07-02-2014
Art,5.58,07-02-2014
Paper,49.12,2/21/2015
Phones,377.97,11/13/2015
Paper,42.28,11/13/2015
Bookcases,299.97,11/13/2015
Phones,89.98,11/13/2015
Supplies,477.24,4/16/2017
Accessories,25.98,4/16/2017
Envelopes,46.72,2/25/2016
Furnishings,35.34,11-04-2014
Furnishings,257.64,6/20/2015
Phones,125.976,6/20/2015
Accessories,79.992,08-07-2017
Tables,700.056,05-12-2014
Accessories,27.168,11/22/2015
Binders,8.226,12-04-2015
Chairs,585.552,06-08-2014
Storage,423.28,08-08-2014
Chairs,225.296,5/26/2014
Art,5.56,4/17/2015
Accessories,323.37,4/17/2015
Phones,783.96,4/17/2015
Appliances,1447.65,4/17/2015
Paper,11.96,4/17/2015
Accessories,239.97,06-11-2016
Furnishings,76.92,03-11-2016
Storage,481.32,03-11-2016
Paper,48.4,5/26/2014
Accessories,0.99,10-12-2017
Binders,101.84,10-12-2017
Binders,10.332,6/22/2017
Binders,31.155,6/22/2017
Storage,8.928,6/22/2017
Appliances,34.384,1/15/2017
Appliances,1924.16,1/15/2017
Appliances,32.192,04-02-2015
Accessories,50.12,04-02-2015
Accessories,47.976,04-02-2015
Storage,54.5,09-03-2016
Furnishings,19.104,12-10-2017
Binders,49.44,11/22/2016
Paper,10.368,11-11-2017
Storage,154.44,10/21/2016
Appliances,60.984,12/21/2015
Bookcases,195.466,7/17/2015
Furnishings,23.68,4/30/2017
Accessories,2.376,4/30/2017
Labels,59.2,05-06-2017
Art,22.0,11/20/2017
Phones,257.98,11-11-2016
Phones,23.988,11-05-2016
Phones,23.976,10-09-2016
Chairs,601.536,9/21/2015
Fasteners,7.9,9/21/2015
Furnishings,58.36,12-02-2014
Art,16.464,12-02-2014
Furnishings,39.96,12-02-2014
Appliances,25.96,9/21/2014
Appliances,36.27,9/21/2014
Paper,6.48,9/21/2014
Phones,1075.088,04-12-2014
Phones,438.368,04-12-2014
Binders,18.088,04-12-2014
Bookcases,308.499,04-12-2014
Art,13.36,10/20/2017
Paper,39.96,10/20/2017
Binders,145.85,10/20/2017
Phones,783.96,10/25/2016
Art,7.88,11-01-2015
Furnishings,41.37,11-03-2017
Paper,12.84,05-12-2015
Paper,25.68,05-12-2015
Chairs,47.516,09-07-2015
Fasteners,9.42,7/25/2015
Paper,12.96,7/25/2015
Bookcases,704.9,7/25/2015
Chairs,561.568,7/25/2015
Paper,179.82,11/16/2015
Furnishings,185.58,11/16/2015
Tables,214.11,11/16/2015
Accessories,999.96,11/16/2015
Tables,653.55,11/16/2015
Binders,114.6,09-01-2015
Chairs,60.74,09-01-2015
Furnishings,124.36,09-01-2015
Storage,1088.76,09-01-2015
Binders,6.72,05-05-2016
Tables,298.776,05-05-2016
Phones,302.376,12/31/2016
Art,8.928,9/18/2017
Storage,47.584,9/18/2017
Paper,33.792,9/25/2014
Bookcases,300.5328,9/25/2014
Binders,2.724,9/25/2014
Envelopes,3.264,9/25/2014
Paper,108.336,4/23/2016
Storage,55.92,4/23/2016
Paper,78.304,4/23/2016
Storage,443.92,11-01-2014
Phones,155.976,11-01-2014
Art,15.47,1/26/2017
Binders,7.16,1/26/2017
Appliances,10.89,11-11-2017
Paper,19.44,11-11-2017
Binders,121.6,11-11-2017
Machines,695.7,06-09-2016
Storage,120.33,09-03-2015
Chairs,1139.92,3/14/2014
Paper,229.544,8/31/2017
Storage,143.728,3/23/2017
Accessories,36.048,5/18/2017
Chairs,845.488,12/27/2016
Art,50.94,11/17/2017
Binders,762.594,09-10-2017
Furnishings,56.28,04-08-2017
Binders,2690.97,04-08-2017
Binders,7.434,11/28/2016
Storage,64.784,06-02-2016
Paper,28.16,12/17/2017
Furnishings,14.98,3/19/2016
Furnishings,20.32,3/19/2016
Storage,40.29,8/20/2017
Labels,20.23,7/25/2017
Chairs,1603.136,8/26/2016
Chairs,225.296,8/15/2016
Accessories,67.8,5/19/2017
Phones,377.97,5/19/2017
Bookcases,1628.82,5/19/2017
Paper,286.93,5/19/2017
Paper,20.736,08-12-2017
Storage,31.44,8/13/2017
Appliances,83.79,8/13/2017
Art,59.52,8/13/2017
Supplies,31.92,8/13/2017
Supplies,14.72,11-10-2016
Storage,38.976,11-10-2016
Furnishings,17.088,06-12-2017
Paper,74.352,3/22/2014
Chairs,314.352,3/22/2014
Art,4.26,6/15/2017
Storage,811.28,11/16/2017
Fasteners,6.03,12/29/2017
Chairs,153.568,1/21/2016
Chairs,1013.488,1/21/2016
Envelopes,52.34,1/15/2016
Art,4.66,1/15/2016
Accessories,254.97,1/15/2016
Binders,25.44,9/19/2016
Supplies,27.93,9/19/2016
Binders,8.85,2/21/2014
Furnishings,6.96,11-11-2016
Binders,17.456,1/30/2016
Chairs,307.92,10/18/2016
Art,6.63,12/18/2017
Paper,12.96,12/18/2017
Paper,32.4,12/18/2017
Paper,23.85,11-02-2017
Chairs,51.96,4/29/2014
Binders,17.94,4/29/2014
Paper,11.56,10/23/2017
Paper,26.4,10/23/2017
Furnishings,69.08,10/23/2017
Phones,35.88,10/23/2017
Art,49.65,3/30/2014
Copiers,959.968,01-04-2016
Chairs,408.422,4/26/2015
Copiers,479.984,09-12-2015
Labels,12.6,09-12-2015
Paper,184.66,09-11-2017
Paper,23.12,06-12-2016
Paper,37.464,6/27/2016
Chairs,539.658,6/27/2016
Storage,310.12,9/26/2014
Paper,8.56,11-03-2017
Storage,52.4,11-03-2017
Labels,14.94,11-03-2017
Fasteners,11.22,2/19/2017
Appliances,387.136,11-05-2015
Envelopes,41.4,6/16/2014
Art,35.0,6/16/2014
Binders,39.552,6/16/2014
Phones,135.72,10-12-2015
Binders,12.56,10-12-2015
Phones,263.96,10-12-2015
Art,5.952,8/27/2017
Fasteners,15.8,11/23/2016
Furnishings,14.368,11/23/2016
Furnishings,70.448,11/23/2016
Storage,129.3,1/30/2017
Binders,3.882,11/30/2015
Fasteners,6.08,6/28/2014
Appliances,19.9,09-02-2014
Furnishings,70.71,09-02-2014
Furnishings,18.84,07-10-2017
Art,8.64,06-04-2017
Binders,1633.188,10/19/2017
Furnishings,19.76,11/18/2017
Binders,6.608,08-08-2015
Binders,7.28,08-08-2015
Chairs,144.784,08-08-2015
Phones,156.792,12-06-2016
Phones,431.976,12-06-2016
Envelopes,35.89,12-06-2016
Binders,47.208,12-06-2016
Paper,248.08,12-06-2016
Paper,189.7,12-06-2016
Binders,59.808,12-06-2016
Chairs,90.99,3/25/2017
Chairs,1526.56,3/25/2017
Chairs,368.97,3/25/2017
Storage,305.01,11/19/2017
Furnishings,18.7,11/19/2017
Furnishings,38.29,11-04-2016
Furnishings,26.25,12/14/2017
Binders,64.96,12/14/2017
Envelopes,43.7,12/14/2017
Accessories,41.6,11-12-2017
Paper,23.12,11-12-2017
Chairs,113.888,11-12-2017
Furnishings,113.568,11-12-2017
Phones,7.92,11-12-2017
Phones,671.984,11-12-2017
Phones,39.99,8/18/2016
Chairs,191.646,6/27/2017
Binders,2.313,05-04-2017
Binders,19.936,12/24/2015
Fasteners,45.92,12/24/2015
Paper,20.34,4/26/2017
Labels,39.28,4/26/2017
Chairs,81.568,12/16/2017
Chairs,97.184,12/16/2017
Binders,24.32,12/16/2017
Furnishings,18.96,12/16/2017
Furnishings,32.952,12/27/2014
Storage,30.016,12/27/2014
Appliances,499.584,11-06-2017
Paper,31.104,11-06-2017
Binders,13.272,11-06-2017
Furnishings,28.272,11-06-2017
Storage,259.136,11-06-2017
Binders,10.8,12/16/2017
Tables,244.006,05-07-2015
Paper,15.936,05-07-2015
Chairs,188.552,12-04-2017
Storage,22.58,10-03-2017
Chairs,545.94,1/13/2014
Paper,20.736,06-12-2015
Furnishings,43.296,06-12-2015
Chairs,123.136,07-12-2014
Binders,11.264,07-12-2014
Storage,53.424,12-06-2014
Tables,275.49,12-06-2014
Furnishings,24.96,5/25/2016
Paper,19.36,5/25/2016
Storage,1267.65,5/25/2016
Accessories,12.99,2/21/2016
Binders,18.56,2/21/2016
Storage,449.15,2/21/2016
Binders,31.248,2/21/2016
Appliances,61.44,10-02-2016
Binders,895.92,03-11-2017
Binders,55.36,09-09-2016
Storage,55.92,7/14/2014
Envelopes,24.896,6/21/2014
Furnishings,3.984,6/21/2014
Accessories,95.968,6/21/2014
Machines,206.991,6/21/2014
Appliances,44.416,6/21/2014
Binders,9.006,6/21/2014
Binders,19.0,07-05-2015
Binders,33.376,12/16/2017
Appliances,207.48,09-08-2016
Binders,91.68,5/17/2014
Appliances,904.9,10/13/2017
Binders,34.272,10/24/2014
Furnishings,191.82,12-05-2016
Appliances,243.88,7/25/2016
Binders,12.03,4/17/2017
Machines,2549.985,4/17/2017
Binders,21.594,4/17/2017
Binders,8.964,4/17/2017
Paper,20.736,4/17/2017
Tables,344.22,9/17/2015
Storage,727.296,8/23/2016
Furnishings,22.608,8/23/2016
Accessories,666.4,8/23/2016
Fasteners,5.04,11-08-2015
Paper,92.94,11-08-2015
Furnishings,66.69,11-08-2015
Binders,91.68,11-08-2015
Bookcases,327.7328,11/17/2017
Binders,52.272,11-08-2015
Paper,17.94,11-08-2015
Furnishings,254.352,4/22/2017
Binders,8.288,8/24/2014
Chairs,504.9,12/17/2017
Phones,403.168,3/24/2016
Bookcases,194.32,9/21/2015
Art,25.99,9/21/2015
Chairs,195.136,11/21/2016
Paper,20.736,9/16/2017
Accessories,53.7,06-11-2015
Binders,36.26,06-11-2015
Art,56.3,06-11-2015
Paper,32.4,06-11-2015
Furnishings,29.16,06-11-2015
Tables,171.288,10-03-2017
Furnishings,16.72,05-05-2016
Paper,12.96,09-11-2017
Envelopes,22.18,09-11-2017
Chairs,2054.272,09-11-2017
Phones,1022.97,4/30/2015
Art,13.9,11-06-2017
Paper,26.38,11-06-2017
Binders,43.176,9/30/2014
Tables,411.8,04-02-2017
Accessories,360.0,04-02-2017
Furnishings,41.96,10-06-2017
Appliances,227.84,10-06-2017
Paper,37.94,10-06-2017
Phones,517.9,04-09-2016
Binders,5.28,04-09-2016
Copiers,2799.96,8/28/2015
Envelopes,8.96,10/19/2017
Labels,31.5,10/19/2017
Furnishings,30.56,10/19/2017
Tables,24.368,10/19/2017
Accessories,119.976,11-07-2016
Paper,26.88,03-03-2017
Phones,83.97,11/27/2015
Accessories,104.97,11/27/2015
Storage,90.8,3/13/2017
Phones,140.736,3/13/2017
Accessories,214.95,3/13/2017
Paper,45.36,3/13/2017
Paper,288.24,3/13/2017
Appliances,663.936,11/30/2017
Storage,2934.33,11/17/2014
Furnishings,124.41,11/17/2014
Art,57.75,11/17/2014
Storage,114.46,01-03-2016
Bookcases,120.666,10-03-2015
Storage,342.864,7/20/2014
Furnishings,16.74,7/20/2014
Chairs,981.372,7/20/2014
Art,31.84,5/21/2014
Paper,12.96,09-04-2017
Phones,43.176,09-04-2017
Binders,58.34,5/27/2017
Phones,539.97,5/27/2017
Binders,3.928,1/28/2014
Binders,252.784,02-09-2017
Accessories,127.984,02-09-2017
Furnishings,3.984,02-09-2017
Appliances,12.992,02-09-2017
Furnishings,61.0,3/31/2017
Phones,671.93,3/31/2017
Binders,447.86,03-03-2016
Phones,479.95,03-03-2016
Paper,166.44,03-03-2016
Supplies,31.68,8/23/2015
Paper,10.368,8/23/2015
Fasteners,12.032,8/23/2015
Appliances,5.768,8/23/2015
Labels,33.12,4/27/2017
Bookcases,220.2656,4/27/2017
Binders,10.776,4/14/2017
Bookcases,242.352,4/14/2017
Supplies,695.16,12/22/2017
Bookcases,220.98,12/22/2017
Binders,12.957,12-08-2016
Paper,25.68,3/23/2017
Labels,15.712,7/25/2016
Storage,298.464,07-10-2017
Paper,21.93,7/17/2016
Storage,242.94,7/17/2016
Paper,7.64,7/17/2016
Paper,51.84,7/17/2016
Storage,265.17,7/17/2016
Machines,837.6,8/23/2016
Envelopes,135.9,8/23/2016
Paper,34.68,8/23/2016
Chairs,532.704,8/23/2016
Appliances,43.1,8/23/2016
Supplies,15.88,8/23/2016
Chairs,1123.92,06-11-2015
Phones,249.584,06-11-2015
Furnishings,48.672,06-11-2015
Art,60.768,06-11-2015
Binders,78.6,06-11-2015
Binders,3.768,06-11-2015
Storage,1036.624,06-11-2015
Storage,563.808,06-11-2015
Phones,258.528,09-08-2017
Paper,49.12,10-02-2017
Furnishings,44.46,12/16/2014
Chairs,241.568,12/16/2014
Accessories,395.0,12/16/2014
Phones,627.168,12/16/2014
Furnishings,13.28,8/24/2014
Binders,12.672,8/24/2014
Binders,30.56,11-12-2017
Storage,77.952,11-12-2017
Phones,67.992,11-12-2017
Envelopes,12.224,11-12-2017
Accessories,44.784,11-12-2017
Furnishings,22.848,11-12-2017
Appliances,206.43,4/25/2015
Binders,210.392,12-12-2014
Accessories,119.96,9/25/2017
Art,10.608,9/25/2017
Chairs,347.802,09-05-2016
Chairs,963.136,02-11-2017
Phones,88.776,02-11-2017
Art,32.4,6/30/2014
Paper,32.4,06-07-2016
Labels,31.05,12/20/2014
Accessories,2025.36,12/15/2015
Machines,1799.994,12/15/2015
Phones,101.988,12/15/2015
Furnishings,262.864,12/15/2015
Binders,735.98,7/20/2017
Paper,93.024,08-03-2014
Tables,284.364,8/24/2015
Accessories,26.0,8/24/2015
Storage,67.64,3/26/2016
Accessories,119.976,3/26/2016
Binders,5.18,09-12-2014
Envelopes,15.56,9/21/2014
Envelopes,78.35,9/21/2014
Art,59.52,9/21/2014
Paper,38.52,9/21/2014
Phones,239.984,9/21/2014
Paper,19.35,9/21/2014
Furnishings,67.0,10/29/2016
Chairs,390.272,5/28/2016
Paper,62.192,5/28/2016
Binders,23.88,12/21/2017
Binders,3.168,3/21/2016
Chairs,528.43,3/21/2016
Art,13.392,3/21/2016
Art,181.86,11-11-2017
Bookcases,180.588,9/23/2017
Accessories,47.984,9/23/2017
Paper,18.76,09-10-2017
Furnishings,20.94,12-05-2017
Furnishings,58.68,12-05-2017
Appliances,254.9,12-05-2017
Binders,9.64,11-09-2017
Accessories,826.62,11-09-2017
Storage,1633.14,11-09-2017
Storage,544.38,11-09-2017
Binders,26.046,11-07-2014
Envelopes,74.352,11-07-2014
Phones,69.93,03-12-2017
Labels,3.75,10/20/2017
Binders,20.928,10/20/2017
Storage,12.672,12/27/2015
Phones,65.99,10-02-2017
Binders,6.37,06-04-2017
Binders,3.648,09-01-2014
Paper,31.104,09-01-2014
Fasteners,23.34,08-08-2016
Phones,29.97,7/22/2017
Binders,3.366,07-10-2015
Phones,95.968,12-01-2014
Art,18.704,12/18/2017
Furnishings,149.232,5/18/2014
Paper,15.936,5/18/2014
Phones,601.536,11-10-2014
Accessories,10.99,11-10-2014
Furnishings,39.88,11-10-2014
Paper,62.24,11-10-2014
Furnishings,53.2,11-10-2014
Labels,39.84,11-10-2014
Accessories,349.95,01-09-2016
Phones,377.928,01-09-2016
Envelopes,13.392,9/22/2017
Binders,11.228,9/22/2017
Appliances,207.24,12/23/2014
Art,1.504,5/26/2016
Appliances,34.848,5/26/2016
Labels,75.18,07-08-2017
Accessories,149.97,5/13/2014
Binders,931.176,11-10-2017
Phones,430.88,11-10-2017
Paper,94.85,10-02-2015
Envelopes,51.12,10-02-2015
Accessories,90.0,10-02-2015
Paper,9.408,10-02-2014
Fasteners,4.672,10-02-2014
Phones,318.4,10-02-2014
Envelopes,12.768,10-02-2014
Supplies,15.36,10-02-2014
Phones,230.376,10-02-2014
Accessories,7.16,10-02-2014
Storage,375.34,08-11-2014
Furnishings,114.9,09-01-2017
Binders,26.046,4/16/2017
Binders,2.896,4/16/2017
Storage,32.544,4/16/2017
Binders,3.984,4/24/2016
Tables,181.797,1/15/2016
Storage,44.94,05-02-2016
Binders,45.576,05-02-2016
Chairs,318.43,11/20/2016
Phones,122.92,11/20/2016
Furnishings,7.068,11/20/2016
Storage,56.45,02-01-2016
Binders,13.468,3/31/2017
Phones,219.8,12-01-2017
Chairs,317.058,12-01-2017
Accessories,49.08,12-10-2017
Storage,324.9,12-10-2017
Art,18.24,12-10-2017
Chairs,113.888,9/17/2016
Phones,105.584,9/17/2016
Fasteners,24.85,12/23/2016
Furnishings,60.312,4/17/2017
Art,7.056,10/27/2017
Phones,27.184,10/27/2017
Phones,107.984,07-08-2016
Binders,19.296,07-08-2016
Labels,4.608,08-09-2015
Tables,79.974,12-09-2016
Binders,2.946,12-09-2016
Binders,3.136,11/13/2016
Paper,20.736,11/14/2014
Accessories,99.98,11/17/2014
Paper,733.95,11/17/2014
Appliances,241.44,11/17/2014
Labels,10.08,03-04-2016
Storage,281.904,10-11-2014
Envelopes,201.432,10-11-2014
Phones,135.98,5/22/2014
Phones,44.95,5/22/2014
Accessories,2.97,7/15/2014
Fasteners,6.54,7/15/2014
Accessories,7.92,12/27/2015
Chairs,203.92,02-09-2015
Copiers,3359.952,05-08-2017
Fasteners,18.24,11-02-2017
Art,27.78,11-02-2017
Art,22.96,04-05-2014
Phones,28.99,04-05-2014
Paper,12.96,04-05-2014
Art,22.96,04-05-2014
Supplies,4164.05,04-05-2014
Accessories,47.984,9/17/2014
Paper,4.624,9/17/2014
Furnishings,15.24,9/30/2014
Binders,63.924,09-12-2014
Art,6.56,2/20/2017
Appliances,13.11,2/20/2017
Phones,494.376,12/13/2015
Binders,29.2,12/13/2015
Accessories,248.85,12/13/2015
Accessories,36.24,12/13/2015
Art,11.68,10/30/2016
Supplies,11.91,12/26/2014
Furnishings,3.48,12/26/2014
Binders,30.96,8/15/2014
Machines,1704.89,10-01-2017
Binders,19.194,5/23/2015
Appliances,121.792,5/23/2015
Machines,1919.976,11/16/2017
Binders,50.997,11/18/2014
Storage,76.792,11/18/2014
Phones,539.964,11/18/2014
Furnishings,60.312,11/18/2014
Binders,1.944,11/18/2014
Envelopes,12.984,12/30/2014
Phones,217.584,12/30/2014
Phones,328.776,12/30/2014
Binders,2.286,12/30/2014
Accessories,47.984,12/30/2014
Binders,25.344,11-05-2015
Binders,232.4,9/17/2016
Furnishings,86.45,3/20/2016
Chairs,603.92,9/27/2014
Paper,81.98,9/27/2014
Chairs,271.764,12/24/2017
Binders,14.376,12/24/2017
Furnishings,341.96,11-10-2017
Art,181.35,09-11-2015
Labels,8.64,09-11-2015
Appliances,43.512,12/20/2014
Chairs,662.88,12/20/2014
Paper,25.92,12/20/2014
Appliances,68.94,7/23/2015
Furnishings,128.82,7/23/2015
Binders,896.99,11-11-2014
Binders,1.234,11-11-2014
Art,67.56,11-11-2014
Paper,21.72,11-11-2014
Paper,262.336,11-11-2014
Phones,148.48,11-11-2014
Phones,241.176,11-11-2014
Accessories,227.976,12/14/2017
Phones,52.68,12/14/2017
Furnishings,2.032,12/14/2017
Art,17.12,8/21/2017
Phones,431.968,8/21/2017
Furnishings,129.92,8/21/2017
Tables,568.728,8/21/2017
Binders,117.144,8/21/2017
Appliances,203.52,8/21/2017
Labels,51.75,8/21/2017
Paper,122.97,8/27/2016
Tables,244.615,8/27/2016
Phones,59.97,8/27/2016
Paper,81.54,8/27/2016
Fasteners,11.68,8/27/2016
Binders,29.0,8/27/2016
Art,50.8,8/13/2015
Binders,16.03,11-05-2017
Binders,15.712,8/17/2016
Accessories,89.97,12/26/2016
Bookcases,435.999,9/23/2014
Phones,83.984,9/23/2014
Phones,359.98,7/19/2014
Tables,70.56,7/19/2014
Binders,20.88,7/19/2014
Binders,3.81,7/19/2014
Paper,73.008,09-07-2017
Binders,3.208,05-06-2016
Accessories,26.176,05-06-2016
Paper,30.44,06-04-2015
Furnishings,35.28,06-04-2015
Paper,19.44,12/13/2015
Binders,37.88,12/13/2015
Furnishings,9.552,7/16/2016
Bookcases,290.666,1/31/2014
Paper,10.368,07-09-2014
Paper,14.352,07-09-2014
Bookcases,141.96,11/21/2015
Binders,66.048,11/21/2015
Accessories,1287.45,3/25/2016
Binders,25.824,9/23/2017
Appliances,160.96,9/23/2017
Furnishings,28.44,12-04-2015
Chairs,364.41,12-04-2015
Phones,39.96,12-04-2015
Chairs,361.764,12-04-2015
Storage,111.672,11-01-2016
Binders,13.776,3/17/2017
Paper,10.272,3/17/2017
Furnishings,24.048,11/23/2017
Envelopes,2.896,8/27/2017
Envelopes,17.94,12-04-2015
Chairs,384.174,12-04-2015
Phones,1799.75,12-04-2015
Storage,580.672,10-07-2017
Fasteners,18.936,10-07-2017
Phones,222.384,10-07-2017
Binders,50.454,10-07-2017
Tables,154.764,10-07-2017
Paper,6.848,3/25/2017
Phones,1091.168,08-09-2014
Phones,219.168,08-09-2014
Binders,6.928,11/22/2014
Paper,40.032,06-10-2017
Storage,443.92,07-01-2017
Binders,169.99,07-01-2017
Paper,25.92,07-01-2017
Phones,36.99,11/21/2014
Paper,629.1,11/21/2014
Storage,193.95,11/21/2014
Art,5.46,11/21/2014
Furnishings,22.288,05-04-2015
Furnishings,65.424,5/29/2017
Storage,77.88,10/17/2015
Chairs,281.372,4/23/2014
Chairs,281.372,4/23/2014
Binders,7.488,4/23/2014
Furnishings,22.336,4/23/2014
Paper,10.368,4/30/2017
Paper,65.79,9/20/2016
Binders,271.984,9/20/2016
Art,11.76,9/20/2016
Paper,77.52,9/20/2016
Binders,48.64,9/20/2016
Fasteners,1.81,09-02-2016
Binders,8.26,09-02-2016
Appliances,43.56,4/27/2015
Supplies,5.84,4/27/2015
Chairs,271.764,09-06-2015
Appliances,262.24,5/28/2016
Paper,182.72,5/28/2016
Accessories,131.6,5/28/2016
Binders,22.72,5/28/2016
Machines,558.4,5/28/2016
Binders,15.24,9/24/2015
Chairs,1408.1,9/24/2015
Paper,32.896,07-03-2017
Tables,215.148,07-03-2017
Paper,30.96,07-03-2017
Storage,29.79,12-08-2017
Furnishings,128.9,12-08-2017
Paper,60.12,12-08-2017
Binders,24.816,12-05-2017
Binders,14.976,12-05-2017
Binders,15.08,9/27/2015
Furnishings,24.288,9/27/2015
Furnishings,16.192,10/30/2017
Tables,251.006,10/30/2017
Storage,54.192,10/30/2017
Binders,4.304,11/29/2015
Paper,108.92,03-11-2014
Envelopes,16.74,11/19/2017
Appliances,2504.74,11/19/2017
Storage,84.784,7/29/2016
Storage,29.9,06-12-2015
Paper,70.88,08-06-2016
Art,3.76,06-11-2017
Binders,27.264,10-07-2016
Appliances,56.65,09-08-2014
Storage,14.97,09-08-2014
Fasteners,4.02,09-08-2014
Phones,471.92,3/16/2014
Binders,58.72,03-01-2015
Art,5.16,07-09-2015
Paper,16.496,2/20/2016
Accessories,71.976,9/16/2017
Furnishings,22.512,9/16/2017
Binders,3.444,9/16/2017
Binders,538.194,9/16/2017
Accessories,47.984,9/16/2017
Phones,492.768,11-05-2017
Art,286.79,2/20/2015
Paper,5.08,11/25/2016
Accessories,47.992,12-03-2017
Appliances,61.96,09-10-2015
Bookcases,361.96,09-10-2015
Paper,278.82,09-10-2015
Furnishings,133.38,12/14/2016
Paper,47.952,04-06-2015
Furnishings,16.74,12-01-2016
Paper,10.848,11-12-2017
Accessories,18.544,11-12-2017
Chairs,180.98,03-03-2017
Accessories,99.98,03-03-2017
Accessories,34.95,11/27/2016
Binders,152.0,11/27/2016
Accessories,92.52,8/31/2014
Art,8.56,12-08-2016
Paper,45.36,12-08-2016
Tables,1421.664,12-08-2016
Furnishings,8.96,04-07-2014
Phones,579.95,8/27/2014
Furnishings,29.12,8/27/2014
Tables,1202.94,8/27/2014
Binders,7.92,10/21/2016
Phones,36.192,11/30/2016
Storage,147.184,09-05-2017
Chairs,408.422,07-02-2015
Chairs,382.116,07-02-2015
Storage,68.6,07-02-2015
Storage,435.504,07-02-2015
Paper,11.168,07-02-2015
Accessories,72.0,9/24/2017
Accessories,655.9,9/24/2017
Chairs,603.92,9/24/2017
Tables,513.024,08-08-2016
Appliances,487.92,08-08-2016
Binders,15.24,08-08-2016
Accessories,209.97,9/29/2016
Binders,62.94,9/29/2016
Art,25.92,9/29/2016
Paper,10.368,04-10-2017
Accessories,95.736,04-10-2017
Storage,900.08,12/18/2016
Phones,201.584,6/20/2014
Binders,3.392,6/20/2014
Bookcases,193.0656,6/20/2014
Paper,15.552,6/20/2014
Paper,11.648,6/20/2014
Machines,418.8,6/20/2014
Storage,509.488,6/20/2014
Bookcases,825.174,09-04-2017
Paper,17.76,09-04-2017
Art,6.912,09-04-2017
Accessories,66.3,12/20/2016
Paper,30.816,08-09-2016
Phones,44.784,08-09-2016
Appliances,569.536,08-09-2016
Tables,796.425,6/22/2015
Binders,12.832,04-10-2015
Paper,40.46,11/21/2016
Phones,404.94,11/21/2016
Accessories,116.0,09-05-2016
Phones,657.552,11/24/2016
Accessories,599.97,12-10-2017
Phones,38.97,12-10-2017
Binders,45.84,12-10-2017
Phones,38.24,6/24/2016
Accessories,87.168,9/17/2015
Art,21.4,5/19/2016
Supplies,54.9,5/28/2016
Machines,287.968,4/18/2014
Art,13.12,4/18/2014
Art,10.75,4/18/2014
Fasteners,11.62,4/18/2014
Storage,40.74,6/17/2016
Storage,83.25,05-09-2014
Labels,9.45,05-09-2014
Labels,20.65,05-09-2014
Paper,45.36,05-09-2014
Furnishings,5.352,9/18/2016
Chairs,99.372,9/18/2016
Art,2.672,9/18/2016
Paper,28.672,12/23/2017
Appliances,29.312,12/23/2017
Storage,105.98,10/30/2017
Supplies,35.06,10/30/2017
Chairs,33.94,10/30/2017
Labels,30.0,10/30/2017
Paper,45.528,3/29/2016
Chairs,844.116,3/29/2016
Phones,812.736,3/29/2016
Binders,7.476,11/23/2017
Storage,330.4,3/23/2014
Phones,604.752,3/23/2014
Paper,45.36,12-01-2017
