Category,Quantity,Order_Date
Office Supplies,4,10-06-2017
Office Supplies,2,10-06-2017
Technology,2,04-09-2016
Office Supplies,2,04-09-2016
Technology,5,8/28/2015
Office Supplies,2,10/19/2017
Office Supplies,10,10/19/2017
Furniture,2,10/19/2017
Furniture,2,10/19/2017
Technology,3,11-07-2016
Office Supplies,8,03-03-2017
Technology,3,11/27/2015
Technology,3,11/27/2015
Office Supplies,8,3/13/2017
Technology,8,3/13/2017
Technology,5,3/13/2017
Office Supplies,7,3/13/2017
Office Supplies,6,3/13/2017
Office Supplies,4,11/30/2017
Office Supplies,7,11/17/2014
Furniture,3,11/17/2014
Office Supplies,5,11/17/2014
Office Supplies,2,01-03-2016
Furniture,2,10-03-2015
Office Supplies,3,7/20/2014
Furniture,5,7/20/2014
Furniture,2,7/20/2014
Office Supplies,8,5/21/2014
Office Supplies,2,09-04-2017
Technology,3,09-04-2017
Office Supplies,2,5/27/2017
Technology,3,5/27/2017
Office Supplies,1,1/28/2014
Office Supplies,4,02-09-2017
Technology,2,02-09-2017
Furniture,2,02-09-2017
Office Supplies,2,02-09-2017
Furniture,5,3/31/2017
Technology,7,3/31/2017
Office Supplies,7,03-03-2016
Technology,5,03-03-2016
Office Supplies,3,03-03-2016
Office Supplies,4,8/23/2015
Office Supplies,2,8/23/2015
Office Supplies,8,8/23/2015
Office Supplies,2,8/23/2015
Office Supplies,4,4/27/2017
Furniture,4,4/27/2017
Office Supplies,3,4/14/2017
Furniture,3,4/14/2017
Office Supplies,6,12/22/2017
Furniture,1,12/22/2017
Office Supplies,7,12-08-2016
Office Supplies,6,3/23/2017
Office Supplies,4,7/25/2016
Office Supplies,6,07-10-2017
Office Supplies,3,7/17/2016
Office Supplies,3,7/17/2016
Office Supplies,1,7/17/2016
Office Supplies,8,7/17/2016
Office Supplies,1,7/17/2016
Technology,3,8/23/2016
Office Supplies,5,8/23/2016
Office Supplies,6,8/23/2016
Furniture,6,8/23/2016
Office Supplies,5,8/23/2016
Office Supplies,4,8/23/2016
Furniture,5,06-11-2015
Technology,2,06-11-2015
Furniture,3,06-11-2015
Office Supplies,2,06-11-2015
Office Supplies,5,06-11-2015
Office Supplies,2,06-11-2015
Office Supplies,2,06-11-2015
Office Supplies,4,06-11-2015
Technology,2,09-08-2017
Office Supplies,4,10-02-2017
Furniture,2,12/16/2014
Furniture,2,12/16/2014
Technology,5,12/16/2014
Technology,4,12/16/2014
Furniture,2,8/24/2014
Office Supplies,3,8/24/2014
Office Supplies,5,11-12-2017
Office Supplies,3,11-12-2017
Technology,1,11-12-2017
Office Supplies,2,11-12-2017
Technology,2,11-12-2017
Furniture,3,11-12-2017
Office Supplies,3,4/25/2015
Office Supplies,2,12-12-2014
Technology,5,9/25/2017
Office Supplies,6,9/25/2017
Furniture,7,09-05-2016
Furniture,4,02-11-2017
Technology,3,02-11-2017
Office Supplies,5,6/30/2014
Office Supplies,5,06-07-2016
Office Supplies,3,12/20/2014
Technology,6,12/15/2015
Technology,2,12/15/2015
Technology,2,12/15/2015
Furniture,7,12/15/2015
Office Supplies,2,7/20/2017
Office Supplies,3,08-03-2014
Furniture,2,8/24/2015
Technology,2,8/24/2015
Office Supplies,5,3/26/2016
Technology,3,3/26/2016
Office Supplies,5,09-12-2014
Office Supplies,2,9/21/2014
Office Supplies,5,9/21/2014
Office Supplies,3,9/21/2014
Office Supplies,9,9/21/2014
Technology,2,9/21/2014
Office Supplies,3,9/21/2014
Furniture,5,10/29/2016
Furniture,8,5/28/2016
Office Supplies,13,5/28/2016
Office Supplies,6,12/21/2017
Office Supplies,2,3/21/2016
Furniture,5,3/21/2016
Office Supplies,3,3/21/2016
Office Supplies,7,11-11-2017
Furniture,2,9/23/2017
Technology,2,9/23/2017
Office Supplies,2,09-10-2017
Furniture,3,12-05-2017
Furniture,2,12-05-2017
Office Supplies,5,12-05-2017
Office Supplies,2,11-09-2017
Technology,3,11-09-2017
Office Supplies,9,11-09-2017
Office Supplies,3,11-09-2017
Office Supplies,3,11-07-2014
Office Supplies,3,11-07-2014
Technology,7,03-12-2017
Office Supplies,1,10/20/2017
Office Supplies,4,10/20/2017
Office Supplies,3,12/27/2015
Technology,1,10-02-2017
Office Supplies,7,06-04-2017
Office Supplies,3,09-01-2014
Office Supplies,6,09-01-2014
Office Supplies,3,08-08-2016
Technology,3,7/22/2017
Office Supplies,3,07-10-2015
Technology,4,12-01-2014
Office Supplies,7,12/18/2017
Furniture,3,5/18/2014
Office Supplies,4,5/18/2014
Technology,8,11-10-2014
Technology,1,11-10-2014
Furniture,2,11-10-2014
Office Supplies,8,11-10-2014
Furniture,5,11-10-2014
Office Supplies,8,11-10-2014
Technology,5,01-09-2016
Technology,9,01-09-2016
Office Supplies,3,9/22/2017
Office Supplies,7,9/22/2017
Office Supplies,11,12/23/2014
Office Supplies,1,5/26/2016
Office Supplies,2,5/26/2016
Office Supplies,6,07-08-2017
Technology,3,5/13/2014
Office Supplies,3,11-10-2017
Technology,2,11-10-2017
Office Supplies,5,10-02-2015
Office Supplies,4,10-02-2015
Technology,1,10-02-2015
Office Supplies,2,10-02-2014
Office Supplies,2,10-02-2014
Technology,2,10-02-2014
Office Supplies,6,10-02-2014
Office Supplies,2,10-02-2014
Technology,3,10-02-2014
Technology,1,10-02-2014
Office Supplies,1,08-11-2014
Furniture,5,09-01-2017
Office Supplies,3,4/16/2017
Office Supplies,1,4/16/2017
Office Supplies,2,4/16/2017
Office Supplies,1,4/24/2016
Furniture,1,1/15/2016
Office Supplies,3,05-02-2016
Office Supplies,3,05-02-2016
Furniture,5,11/20/2016
Technology,7,11/20/2016
Furniture,3,11/20/2016
Office Supplies,5,02-01-2016
Office Supplies,13,3/31/2017
Technology,5,12-01-2017
Furniture,3,12-01-2017
Technology,3,12-10-2017
Office Supplies,5,12-10-2017
Office Supplies,3,12-10-2017
Furniture,2,9/17/2016
Technology,2,9/17/2016
Office Supplies,7,12/23/2016
Furniture,3,4/17/2017
Office Supplies,3,10/27/2017
Technology,2,10/27/2017
Technology,1,07-08-2016
Office Supplies,3,07-08-2016
Office Supplies,2,08-09-2015
Furniture,3,12-09-2016
Office Supplies,2,12-09-2016
Office Supplies,2,11/13/2016
Office Supplies,4,11/14/2014
Technology,2,11/17/2014
Office Supplies,7,11/17/2014
Office Supplies,3,11/17/2014
Office Supplies,4,03-04-2016
Office Supplies,2,10-11-2014
Office Supplies,3,10-11-2014
Technology,2,5/22/2014
Technology,1,5/22/2014
Technology,3,7/15/2014
Office Supplies,3,7/15/2014
Technology,8,12/27/2015
Furniture,5,02-09-2015
Technology,6,05-08-2017
Office Supplies,3,11-02-2017
Office Supplies,6,11-02-2017
Office Supplies,7,04-05-2014
Technology,1,04-05-2014
Office Supplies,2,04-05-2014
Office Supplies,7,04-05-2014
Office Supplies,5,04-05-2014
Technology,2,9/17/2014
Office Supplies,1,9/17/2014
Furniture,3,9/30/2014
Office Supplies,7,09-12-2014
Office Supplies,2,2/20/2017
Office Supplies,3,2/20/2017
Technology,3,12/13/2015
Office Supplies,5,12/13/2015
Technology,5,12/13/2015
Technology,1,12/13/2015
Office Supplies,2,10/30/2016
Office Supplies,3,12/26/2014
Furniture,2,12/26/2014
Office Supplies,8,8/15/2014
Technology,11,10-01-2017
Office Supplies,7,5/23/2015
Office Supplies,4,5/23/2015
Technology,3,11/16/2017
Office Supplies,1,11/18/2014
Office Supplies,1,11/18/2014
Technology,6,11/18/2014
Furniture,3,11/18/2014
Office Supplies,3,11/18/2014
Office Supplies,3,12/30/2014
Technology,2,12/30/2014
Technology,3,12/30/2014
Office Supplies,3,12/30/2014
Technology,2,12/30/2014
Office Supplies,6,11-05-2015
Office Supplies,5,9/17/2016
Furniture,7,3/20/2016
Furniture,5,9/27/2014
Office Supplies,2,9/27/2014
Furniture,2,12/24/2017
Office Supplies,3,12/24/2017
Furniture,5,11-10-2017
Office Supplies,9,09-11-2015
Office Supplies,3,09-11-2015
Office Supplies,7,12/20/2014
Furniture,3,12/20/2014
Office Supplies,5,12/20/2014
Office Supplies,3,7/23/2015
Furniture,3,7/23/2015
Office Supplies,5,11-11-2014
Office Supplies,1,11-11-2014
Office Supplies,3,11-11-2014
Office Supplies,5,11-11-2014
Office Supplies,8,11-11-2014
Technology,2,11-11-2014
Technology,3,11-11-2014
Technology,3,12/14/2017
Technology,3,12/14/2017
Furniture,1,12/14/2017
Office Supplies,4,8/21/2017
Technology,4,8/21/2017
Furniture,4,8/21/2017
Furniture,3,8/21/2017
Office Supplies,9,8/21/2017
Office Supplies,3,8/21/2017
Office Supplies,5,8/21/2017
Office Supplies,3,8/27/2016
Furniture,1,8/27/2016
Technology,3,8/27/2016
Office Supplies,9,8/27/2016
Office Supplies,4,8/27/2016
Office Supplies,5,8/27/2016
Office Supplies,5,8/13/2015
Office Supplies,5,11-05-2017
Office Supplies,4,8/17/2016
Technology,3,12/26/2016
Furniture,3,9/23/2014
Technology,2,9/23/2014
Technology,2,7/19/2014
Furniture,1,7/19/2014
Office Supplies,2,7/19/2014
Office Supplies,1,7/19/2014
Office Supplies,9,09-07-2017
Office Supplies,2,05-06-2016
Technology,2,05-06-2016
Office Supplies,4,06-04-2015
Furniture,3,06-04-2015
Office Supplies,3,12/13/2015
Office Supplies,2,12/13/2015
Furniture,3,7/16/2016
Furniture,2,1/31/2014
Office Supplies,2,07-09-2014
Office Supplies,3,07-09-2014
Furniture,2,11/21/2015
Office Supplies,4,11/21/2015
Technology,5,3/25/2016
Office Supplies,6,9/23/2017
Office Supplies,2,9/23/2017
Furniture,3,12-04-2015
Furniture,5,12-04-2015
Technology,4,12-04-2015
Furniture,2,12-04-2015
Office Supplies,9,11-01-2016
Office Supplies,6,3/17/2017
Office Supplies,3,3/17/2017
Furniture,9,11/23/2017
Office Supplies,1,8/27/2017
Office Supplies,3,12-04-2015
Furniture,7,12-04-2015
Technology,5,12-04-2015
Office Supplies,4,10-07-2017
Office Supplies,3,10-07-2017
Technology,2,10-07-2017
Office Supplies,6,10-07-2017
Furniture,3,10-07-2017
Office Supplies,2,3/25/2017
Technology,4,08-09-2014
Technology,2,08-09-2014
Office Supplies,1,11/22/2014
Office Supplies,6,06-10-2017
Office Supplies,4,07-01-2017
Office Supplies,1,07-01-2017
Office Supplies,4,07-01-2017
Technology,1,11/21/2014
Office Supplies,6,11/21/2014
Office Supplies,3,11/21/2014
Office Supplies,3,11/21/2014
Furniture,7,05-04-2015
Furniture,4,5/29/2017
Office Supplies,2,10/17/2015
Furniture,2,4/23/2014
Furniture,2,4/23/2014
Office Supplies,8,4/23/2014
Furniture,4,4/23/2014
Office Supplies,2,4/30/2017
Office Supplies,9,9/20/2016
Office Supplies,2,9/20/2016
Office Supplies,4,9/20/2016
Office Supplies,2,9/20/2016
Office Supplies,2,9/20/2016
Office Supplies,1,09-02-2016
Office Supplies,2,09-02-2016
Office Supplies,5,4/27/2015
Office Supplies,2,4/27/2015
Furniture,2,09-06-2015
Office Supplies,2,5/28/2016
Office Supplies,8,5/28/2016
Technology,7,5/28/2016
Office Supplies,4,5/28/2016
Technology,2,5/28/2016
Office Supplies,4,9/24/2015
Furniture,10,9/24/2015
Office Supplies,4,07-03-2017
Furniture,2,07-03-2017
Office Supplies,6,07-03-2017
Office Supplies,3,12-08-2017
Furniture,2,12-08-2017
Office Supplies,9,12-08-2017
Office Supplies,3,12-05-2017
Office Supplies,6,12-05-2017
Office Supplies,2,9/27/2015
Furniture,3,9/27/2015
Furniture,2,10/30/2017
Furniture,2,10/30/2017
Office Supplies,6,10/30/2017
Office Supplies,1,11/29/2015
Office Supplies,14,03-11-2014
Office Supplies,3,11/19/2017
Office Supplies,7,11/19/2017
Office Supplies,2,7/29/2016
Office Supplies,5,06-12-2015
Office Supplies,2,08-06-2016
Office Supplies,2,06-11-2017
Office Supplies,2,10-07-2016
Office Supplies,5,09-08-2014
Office Supplies,1,09-08-2014
Office Supplies,2,09-08-2014
Technology,2,3/16/2014
Office Supplies,4,03-01-2015
Office Supplies,3,07-09-2015
Office Supplies,2,2/20/2016
Technology,3,9/16/2017
Furniture,3,9/16/2017
Office Supplies,2,9/16/2017
Office Supplies,2,9/16/2017
Technology,2,9/16/2017
Technology,4,11-05-2017
Office Supplies,7,2/20/2015
Office Supplies,1,11/25/2016
Technology,1,12-03-2017
Office Supplies,2,09-10-2015
Furniture,2,09-10-2015
Office Supplies,9,09-10-2015
Furniture,6,12/14/2016
Office Supplies,3,04-06-2015
Furniture,2,12-01-2016
Office Supplies,2,11-12-2017
Technology,2,11-12-2017
Furniture,1,03-03-2017
Technology,2,03-03-2017
Technology,5,11/27/2016
Office Supplies,5,11/27/2016
Technology,9,8/31/2014
Office Supplies,2,12-08-2016
Office Supplies,7,12-08-2016
Furniture,6,12-08-2016
Furniture,2,04-07-2014
Technology,5,8/27/2014
Furniture,4,8/27/2014
Furniture,3,8/27/2014
Office Supplies,4,10/21/2016
Technology,1,11/30/2016
Office Supplies,2,09-05-2017
Furniture,2,07-02-2015
Furniture,6,07-02-2015
Office Supplies,5,07-02-2015
Office Supplies,3,07-02-2015
Office Supplies,2,07-02-2015
Technology,4,9/24/2017
Technology,5,9/24/2017
Furniture,4,9/24/2017
Furniture,2,08-08-2016
Office Supplies,6,08-08-2016
Office Supplies,5,08-08-2016
Technology,3,9/29/2016
Office Supplies,3,9/29/2016
Office Supplies,9,9/29/2016
Office Supplies,2,04-10-2017
Technology,3,04-10-2017
Office Supplies,4,12/18/2016
Technology,2,6/20/2014
Office Supplies,4,6/20/2014
Furniture,4,6/20/2014
Office Supplies,3,6/20/2014
Office Supplies,2,6/20/2014
Technology,2,6/20/2014
Office Supplies,7,6/20/2014
Furniture,9,09-04-2017
Office Supplies,3,09-04-2017
Office Supplies,3,09-04-2017
Technology,3,12/20/2016
Office Supplies,9,08-09-2016
Technology,2,08-09-2016
Office Supplies,4,08-09-2016
Furniture,7,6/22/2015
Office Supplies,2,04-10-2015
Office Supplies,7,11/21/2016
Technology,3,11/21/2016
Technology,8,09-05-2016
Technology,6,11/24/2016
Technology,3,12-10-2017
Technology,3,12-10-2017
Office Supplies,8,12-10-2017
Technology,4,6/24/2016
Technology,3,9/17/2015
Office Supplies,5,5/19/2016
Office Supplies,5,5/28/2016
Technology,4,4/18/2014
Office Supplies,4,4/18/2014
Office Supplies,5,4/18/2014
Office Supplies,2,4/18/2014
Office Supplies,3,6/17/2016
Office Supplies,3,05-09-2014
Office Supplies,3,05-09-2014
Office Supplies,5,05-09-2014
Office Supplies,7,05-09-2014
Furniture,3,9/18/2016
Furniture,2,9/18/2016
Office Supplies,1,9/18/2016
Office Supplies,8,12/23/2017
Office Supplies,8,12/23/2017
Office Supplies,7,10/30/2017
Office Supplies,2,10/30/2017
Furniture,1,10/30/2017
Office Supplies,8,10/30/2017
Office Supplies,3,3/29/2016
Furniture,6,3/29/2016
Technology,8,3/29/2016
Office Supplies,1,11/23/2017
Office Supplies,2,3/23/2014
Technology,6,3/23/2014
Office Supplies,7,12-01-2017
Office Supplies,2,12-01-2017
Office Supplies,4,11-07-2017
Technology,4,11-07-2017
Office Supplies,4,09-04-2017
Office Supplies,5,09-04-2017
Office Supplies,2,09-04-2017
Office Supplies,4,09-04-2017
Office Supplies,2,07-03-2016
Office Supplies,2,07-03-2016
Office Supplies,3,09-07-2017
Furniture,4,09-09-2016
Technology,2,07-03-2017
Technology,6,07-03-2017
Technology,4,07-03-2017
Technology,1,07-03-2017
Office Supplies,1,6/29/2017
Office Supplies,2,08-07-2017
Office Supplies,10,08-07-2017
Office Supplies,3,3/19/2015
Office Supplies,1,06-07-2016
Office Supplies,1,06-07-2016
Office Supplies,1,7/25/2016
Office Supplies,5,7/25/2016
Furniture,8,7/25/2016
Office Supplies,1,10-01-2017
Office Supplies,2,12-10-2015
Furniture,2,12-10-2015
Furniture,2,12-10-2015
Office Supplies,1,12-10-2015
Office Supplies,2,09-03-2017
Technology,3,9/24/2017
Office Supplies,2,12/19/2017
Office Supplies,1,11/24/2017
Office Supplies,12,11/24/2017
Office Supplies,1,12/13/2014
Office Supplies,3,12-05-2016
Office Supplies,3,09-11-2016
Office Supplies,5,09-11-2016
Office Supplies,1,12-09-2017
Office Supplies,3,09-09-2014
Technology,6,09-09-2014
Furniture,3,09-09-2014
Technology,1,09-09-2014
Technology,9,6/26/2017
Office Supplies,2,11/17/2014
Furniture,5,11/17/2014
Office Supplies,5,8/21/2017
Furniture,2,8/21/2017
Furniture,4,8/21/2017
Office Supplies,3,03-12-2016
Office Supplies,3,9/23/2014
Office Supplies,3,4/28/2014
Office Supplies,3,4/28/2014
Office Supplies,2,4/28/2014
Technology,2,11/29/2016
Office Supplies,2,12-03-2015
Technology,2,12-03-2015
Furniture,6,11/19/2017
Office Supplies,4,11/19/2017
Office Supplies,5,09-05-2016
Office Supplies,2,09-04-2017
Technology,1,09-04-2017
Office Supplies,5,09-04-2017
Office Supplies,3,9/22/2016
Technology,8,9/22/2016
Furniture,5,9/14/2014
Office Supplies,2,9/14/2014
Furniture,12,5/19/2017
Office Supplies,2,5/19/2017
Office Supplies,1,5/19/2017
Technology,1,5/19/2017
Office Supplies,7,08-09-2014
Office Supplies,3,11/26/2017
Office Supplies,7,11/26/2017
Office Supplies,2,05-03-2017
Office Supplies,8,05-03-2017
Office Supplies,4,11-10-2016
Technology,7,11-10-2016
Office Supplies,2,11-10-2016
Office Supplies,3,11-10-2016
Office Supplies,4,11-10-2016
Furniture,7,11-10-2016
Office Supplies,1,11-10-2016
Technology,7,11-10-2016
Office Supplies,7,11-10-2016
Office Supplies,2,12/20/2014
Office Supplies,2,12/20/2014
Office Supplies,1,12/20/2014
Office Supplies,5,12/20/2014
Office Supplies,1,7/25/2014
Office Supplies,4,7/25/2014
Office Supplies,2,11/22/2015
Office Supplies,6,11/22/2015
Technology,6,12-09-2017
Office Supplies,5,12-09-2017
Office Supplies,4,12-09-2017
Office Supplies,3,12-09-2017
Office Supplies,9,8/31/2017
Office Supplies,2,4/24/2017
Technology,1,09-08-2017
Office Supplies,3,03-12-2015
Furniture,4,03-12-2015
Furniture,3,03-12-2015
Office Supplies,5,7/18/2016
Technology,3,6/13/2016
Technology,10,07-03-2017
Office Supplies,2,07-03-2017
Office Supplies,7,12-08-2014
Office Supplies,4,12-08-2014
Technology,3,12-08-2014
Office Supplies,5,12-08-2014
Technology,10,12-08-2014
Office Supplies,5,12-08-2014
Office Supplies,2,12-08-2014
Office Supplies,3,12-08-2014
Office Supplies,1,04-08-2016
Office Supplies,6,04-08-2016
Furniture,2,11-06-2017
Office Supplies,3,11-06-2017
Furniture,2,12-05-2015
Office Supplies,4,07-09-2015
Technology,3,07-09-2015
Furniture,2,07-09-2015
Office Supplies,3,07-09-2015
Office Supplies,3,07-09-2015
Office Supplies,4,07-09-2015
Office Supplies,9,07-09-2015
Office Supplies,6,07-09-2015
Office Supplies,7,07-09-2015
Office Supplies,3,12/13/2016
Office Supplies,2,5/20/2016
Office Supplies,6,06-02-2017
Office Supplies,5,06-02-2017
Technology,2,10/30/2015
Technology,1,10/30/2015
Technology,5,10/30/2015
Furniture,4,10/30/2015
Office Supplies,7,10/15/2016
Office Supplies,6,10/15/2016
Office Supplies,3,10/15/2016
Furniture,2,11/19/2015
Office Supplies,5,9/13/2014
Technology,4,11/13/2017
Furniture,1,12/24/2017
Furniture,2,01-09-2016
Office Supplies,6,6/13/2015
Office Supplies,3,6/13/2015
Technology,3,6/13/2015
Office Supplies,5,6/13/2015
Office Supplies,3,3/18/2017
Furniture,2,11/23/2014
Office Supplies,3,11/23/2014
Technology,7,11/23/2014
Furniture,3,10/15/2017
Office Supplies,5,10/15/2017
Technology,1,4/21/2017
Furniture,3,4/21/2017
Office Supplies,2,12-08-2014
Furniture,5,12-08-2014
Office Supplies,5,5/29/2017
Office Supplies,2,9/19/2016
Technology,5,9/19/2016
Office Supplies,5,9/17/2016
Furniture,4,12/20/2016
Office Supplies,2,12/20/2016
Office Supplies,8,11/22/2017
Office Supplies,5,12/30/2014
Office Supplies,3,04-03-2017
Office Supplies,2,12/26/2016
Office Supplies,2,06-05-2016
Office Supplies,2,06-05-2016
Office Supplies,3,06-05-2016
Office Supplies,2,9/18/2015
Office Supplies,7,9/18/2015
Technology,1,9/18/2015
Technology,7,9/18/2015
Office Supplies,4,9/18/2015
Office Supplies,1,03-06-2017
Furniture,3,03-06-2017
Technology,2,3/17/2016
Office Supplies,2,3/17/2016
Technology,1,12-09-2016
Technology,2,12-09-2016
Office Supplies,1,12-09-2016
Office Supplies,4,1/15/2016
Office Supplies,9,1/15/2016
Office Supplies,3,1/15/2016
Office Supplies,3,10/24/2014
Office Supplies,5,9/23/2016
Furniture,3,9/23/2016
Furniture,2,8/27/2017
Office Supplies,4,8/27/2017
Technology,2,8/27/2017
Office Supplies,5,8/27/2017
Furniture,3,8/27/2017
Office Supplies,3,8/27/2017
Office Supplies,2,8/27/2017
Office Supplies,5,8/27/2017
Office Supplies,7,03-03-2016
Furniture,5,03-03-2016
Office Supplies,7,2/29/2016
Office Supplies,2,9/18/2015
Office Supplies,2,9/18/2015
Furniture,2,9/18/2015
Office Supplies,5,05-12-2017
Furniture,2,8/13/2016
Office Supplies,3,8/13/2016
Office Supplies,3,2/25/2017
Furniture,2,3/21/2016
Office Supplies,1,3/21/2016
Technology,5,12-08-2015
Furniture,9,12/16/2014
Office Supplies,2,12/16/2014
Furniture,6,12/17/2016
Office Supplies,2,05-12-2016
Technology,3,08-06-2014
Office Supplies,3,04-11-2014
Technology,3,04-11-2014
Office Supplies,2,04-11-2014
Technology,7,04-11-2014
Furniture,6,05-03-2015
Technology,3,11/30/2017
Office Supplies,2,2/16/2017
Technology,2,11/16/2014
Technology,3,07-09-2015
Office Supplies,3,11/13/2017
Office Supplies,4,11/13/2017
Technology,2,7/31/2017
Office Supplies,2,12/26/2017
Office Supplies,7,10/31/2016
Office Supplies,1,09-04-2016
Office Supplies,3,09-04-2016
Office Supplies,5,4/17/2016
Office Supplies,6,07-05-2014
Office Supplies,3,2/27/2015
Office Supplies,6,2/27/2015
Office Supplies,3,11/27/2015
Office Supplies,1,1/27/2014
Furniture,3,1/27/2014
Office Supplies,4,1/27/2014
Office Supplies,3,9/23/2017
Furniture,3,11-04-2017
Technology,5,11-04-2017
Furniture,1,10/14/2016
Technology,1,10/14/2016
Office Supplies,3,10/14/2016
Office Supplies,2,10/14/2016
Office Supplies,4,10/14/2016
Office Supplies,1,10/14/2016
Office Supplies,5,11-12-2015
Office Supplies,2,11-12-2015
Office Supplies,3,11-12-2015
Furniture,5,11-12-2015
Technology,1,11-12-2015
Furniture,3,11-12-2015
Office Supplies,2,03-05-2017
Office Supplies,6,11-05-2015
Technology,5,07-08-2016
Office Supplies,2,07-08-2016
Furniture,2,9/15/2015
Technology,3,9/15/2015
Furniture,7,9/15/2015
Office Supplies,3,10-09-2017
Furniture,3,10-09-2017
Office Supplies,2,10-09-2017
Office Supplies,6,10-09-2017
Office Supplies,6,9/14/2015
